RX_ESP_elapsed_us,PC_time_us,UTC_Date,UTC_Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Temp,Roll,Pitch,Yaw,Lat,Lng,Speed_kmph,Alt_meters,Satellites,HDOP,Heading,REC,FileName
726488,1766652725369722,0,0,-0.0029,0.0003,1.0002,-0.0053,-0.0564,0.0021,-35.7276,5.3943,39.8744,23.98,-0.11,0.18,8.12,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623730488,1766652725373722,0,0,-0.0027,0.0002,1.0001,-0.0129,-0.0411,-0.0055,-35.7276,5.3943,39.8744,23.98,-0.11,0.17,8.12,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623734491,1766652725377725,0,0,-0.0024,0.0003,0.9996,0.0024,-0.0411,-0.0131,-35.7276,5.3943,39.8744,23.98,-0.1,0.17,8.13,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623774488,1766652725417722,0,0,-0.0029,-0.0001,0.9994,0.0024,-0.0258,-0.0208,-35.7276,5.3943,39.8744,23.97,-0.04,0.16,8.16,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623778236,1766652725421470,0,0,-0.0029,0.0,0.9993,0.01,-0.0335,-0.0436,-35.7276,5.3943,39.8744,23.97,-0.04,0.16,8.16,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623782492,1766652725425726,0,0,-0.003,-0.0001,0.9998,0.0024,-0.0411,-0.036,-35.7276,5.3943,39.8744,23.98,-0.03,0.16,8.17,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623786488,1766652725429722,0,0,-0.0028,0.0,1.0,0.01,-0.0335,-0.036,-35.7276,5.3943,39.8744,23.98,-0.03,0.16,8.17,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623842488,1766652725485722,0,0,-0.0027,0.0002,0.9999,0.0481,-0.0106,0.0174,-33.584,5.0347,38.1407,23.99,0.02,0.16,8.21,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623846488,1766652725489722,0,0,-0.0026,0.0,1.0003,0.0329,-0.0258,0.0098,-33.584,5.0347,38.1407,23.98,0.02,0.16,8.21,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623850488,1766652725493722,0,0,-0.0027,-0.0001,1.0007,0.0405,-0.0335,0.0021,-33.584,5.0347,38.1407,23.98,0.02,0.16,8.21,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623854488,1766652725497722,0,0,-0.0027,-0.0,1.001,0.0405,-0.0411,-0.0284,-33.584,5.0347,38.1407,23.98,0.02,0.16,8.21,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623894488,1766652725537722,0,0,-0.0027,0.0,1.0001,0.0329,-0.0564,-0.0436,-33.584,5.0347,38.1407,23.97,0.04,0.15,8.23,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623898488,1766652725541722,0,0,-0.0027,0.0,1.0001,0.0405,-0.064,-0.0589,-33.584,5.0347,38.1407,23.97,0.04,0.15,8.23,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623902488,1766652725545722,0,0,-0.0027,0.0001,1.0001,0.0329,-0.0564,-0.0513,-33.584,5.0347,38.1407,23.97,0.04,0.15,8.23,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623906488,1766652725549722,0,0,-0.0023,0.0002,0.9998,0.0329,-0.0564,-0.0513,-33.584,5.0347,38.1407,23.97,0.04,0.15,8.24,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623959488,1766652725602722,0,0,-0.0027,0.0007,1.0003,0.0329,-0.0335,-0.0131,-33.584,5.0347,38.1407,23.97,0.05,0.15,8.26,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623963488,1766652725606722,0,0,-0.0027,0.0005,1.0001,0.0405,-0.0182,-0.036,-33.584,5.0347,38.1407,23.98,0.05,0.15,8.26,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623967488,1766652725610722,0,0,-0.0027,0.0005,1.0,0.0405,-0.0258,-0.0208,-33.9413,3.2366,39.1809,23.98,0.04,0.15,8.25,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
623971488,1766652725614722,0,0,-0.0024,0.0004,1.0004,0.0329,-0.0258,-0.0131,-33.9413,3.2366,39.1809,23.98,0.02,0.15,8.24,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624015488,1766652725658722,0,0,-0.0027,0.0005,1.0006,0.0329,-0.0182,0.0327,-33.9413,3.2366,39.1809,23.98,-0.15,0.17,8.06,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624019488,1766652725662722,0,0,-0.0029,0.0007,1.0003,0.01,-0.0258,0.025,-33.9413,3.2366,39.1809,23.98,-0.16,0.17,8.04,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624023488,1766652725666722,0,0,-0.0027,0.0005,1.0003,0.0176,-0.0182,0.025,-33.9413,3.2366,39.1809,23.98,-0.17,0.17,8.03,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624027488,1766652725670722,0,0,-0.0027,0.0005,1.0003,0.0176,-0.0335,0.025,-33.9413,3.2366,39.1809,23.98,-0.18,0.17,8.01,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624075488,1766652725718722,0,0,-0.0031,-0.0002,0.9995,0.0481,-0.003,0.0021,-33.9413,3.2366,39.1809,23.98,-0.28,0.19,7.85,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624079234,1766652725722468,0,0,-0.0029,-0.0003,0.9992,0.0558,-0.0258,0.0098,-33.9413,3.2366,39.1809,23.98,-0.29,0.19,7.84,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624083262,1766652725726496,0,0,-0.0029,-0.0003,0.999,0.0405,-0.0182,-0.0055,-33.9413,3.2366,39.1809,23.97,-0.3,0.19,7.82,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624087235,1766652725730469,0,0,-0.0026,-0.0002,0.9991,0.0329,-0.0335,-0.0055,-33.9413,3.2366,39.1809,23.97,-0.3,0.19,7.81,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624135488,1766652725778722,0,0,-0.0028,0.0002,0.9992,0.0405,-0.0411,-0.0513,-33.4053,4.4952,39.0076,23.98,-0.21,0.18,7.81,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624139488,1766652725782722,0,0,-0.0029,0.0001,0.9988,0.0558,-0.0411,-0.0436,-33.4053,4.4952,39.0076,23.98,-0.2,0.18,7.81,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624143488,1766652725786722,0,0,-0.0029,0.0002,0.999,0.0481,-0.0564,-0.0284,-33.4053,4.4952,39.0076,23.97,-0.19,0.18,7.81,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624147488,1766652725790722,0,0,-0.003,0.0,0.9993,0.0405,-0.0335,-0.036,-33.4053,4.4952,39.0076,23.98,-0.19,0.17,7.82,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624199488,1766652725842722,0,0,-0.0027,0.0002,0.9995,0.0253,-0.0487,0.0174,-33.4053,4.4952,39.0076,23.98,-0.12,0.16,7.82,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624203488,1766652725846722,0,0,-0.0026,0.0002,0.9996,0.0176,-0.0487,0.0098,-33.4053,4.4952,39.0076,23.98,-0.12,0.16,7.82,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624207488,1766652725850722,0,0,-0.0025,0.0002,0.9993,0.0329,-0.0411,0.0021,-33.4053,4.4952,39.0076,23.98,-0.11,0.16,7.82,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624211488,1766652725854722,0,0,-0.0023,0.0,0.9993,0.0253,-0.0411,0.0021,-33.4053,4.4952,39.0076,23.97,-0.11,0.16,7.82,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624263488,1766652725906722,0,0,-0.0026,-0.0003,1.0008,0.0329,-0.0258,0.0174,-32.5122,5.7539,37.794,23.98,0.07,0.13,7.98,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624267488,1766652725910722,0,0,-0.0022,-0.0001,1.0006,0.0176,-0.0258,0.0174,-32.5122,5.7539,37.794,23.98,0.08,0.13,7.99,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624271488,1766652725914722,0,0,-0.0023,0.0,1.0007,0.0176,-0.0258,0.0174,-32.5122,5.7539,37.794,23.98,0.09,0.12,8.01,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624275488,1766652725918722,0,0,-0.0024,0.0002,1.0006,0.0024,-0.0258,0.0479,-32.5122,5.7539,37.794,23.98,0.1,0.12,8.02,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624319488,1766652725962722,0,0,-0.0023,-0.0,1.0001,0.01,-0.0182,0.0098,-32.5122,5.7539,37.794,23.99,0.2,0.11,8.14,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624323488,1766652725966722,0,0,-0.0025,0.0001,1.0001,0.0024,-0.0258,0.0174,-32.5122,5.7539,37.794,23.98,0.2,0.11,8.15,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624327488,1766652725970722,0,0,-0.0024,0.0002,1.0004,0.0176,-0.0258,-0.0131,-32.5122,5.7539,37.794,23.98,0.21,0.11,8.16,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624331488,1766652725974722,0,0,-0.0023,0.0005,1.0006,0.0253,-0.0335,0.0174,-32.5122,5.7539,37.794,23.98,0.21,0.1,8.17,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624383234,1766652726026468,0,0,-0.0022,-0.0003,1.001,-0.0205,-0.0182,0.0098,-32.5122,5.7539,37.794,23.98,0.27,0.1,8.3,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624387488,1766652726030722,0,0,-0.0021,-0.0003,1.0011,-0.0205,-0.003,0.0098,-32.5122,5.7539,37.794,23.98,0.27,0.1,8.31,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624391235,1766652726034469,0,0,-0.0024,-0.0004,1.0015,-0.0129,0.0123,-0.0055,-32.5122,5.7539,37.794,23.98,0.27,0.1,8.32,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624395234,1766652726038468,0,0,-0.0024,-0.0001,1.0013,-0.0129,0.0047,-0.0208,-32.5122,5.7539,37.794,23.99,0.27,0.1,8.33,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624439488,1766652726082722,0,0,-0.0023,0.0003,0.9994,0.01,-0.0106,-0.036,-32.5122,5.7539,37.794,23.98,0.29,0.09,8.42,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624443242,1766652726086476,0,0,-0.0021,0.0002,0.9997,0.01,-0.0106,-0.0208,-32.5122,5.7539,37.794,23.98,0.29,0.09,8.43,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624447488,1766652726090722,0,0,-0.002,0.0003,0.9995,0.0024,-0.0182,-0.0131,-32.5122,5.7539,37.794,23.98,0.3,0.09,8.44,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624451235,1766652726094469,0,0,-0.0021,-0.0,0.9996,0.0024,-0.0182,-0.0055,-32.5122,5.7539,37.794,23.98,0.3,0.09,8.45,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624503488,1766652726146722,0,0,-0.0026,0.0007,1.0005,0.0329,-0.0258,0.025,-35.3704,5.0347,38.4875,23.98,0.2,0.1,8.44,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624507488,1766652726150722,0,0,-0.0026,0.0005,1.0006,0.0253,-0.0335,0.0174,-35.3704,5.0347,38.4875,23.97,0.19,0.1,8.44,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624511488,1766652726154722,0,0,-0.0022,0.0004,1.0003,0.0329,-0.0182,-0.0055,-35.3704,5.0347,38.4875,23.98,0.19,0.11,8.44,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624515488,1766652726158722,0,0,-0.0019,0.0004,0.9999,0.0329,-0.0182,0.0021,-35.3704,5.0347,38.4875,23.98,0.18,0.11,8.43,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624559488,1766652726202722,0,0,-0.0022,-0.0001,0.9993,0.0481,-0.0411,0.0174,-35.3704,5.0347,38.4875,23.97,0.11,0.12,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624563488,1766652726206722,0,0,-0.0021,-0.0001,0.9998,0.0405,-0.0335,0.0098,-35.3704,5.0347,38.4875,23.97,0.1,0.12,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624567488,1766652726210722,0,0,-0.0021,-0.0,1.0,0.0329,-0.0564,0.0327,-35.3704,5.0347,38.4875,23.98,0.09,0.12,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624571488,1766652726214722,0,0,-0.0021,0.0003,0.9999,0.0405,-0.0487,0.0403,-35.3704,5.0347,38.4875,23.98,0.09,0.12,8.39,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624623488,1766652726266722,0,0,-0.0031,0.0005,0.9999,0.0481,0.0123,-0.0284,-34.2985,6.4731,39.1809,23.99,0.17,0.11,8.49,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624628487,1766652726271721,0,0,-0.0031,0.0007,0.9989,0.0329,0.0123,-0.0284,-34.2985,6.4731,39.1809,23.99,0.18,0.11,8.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624632489,1766652726275723,0,0,-0.0032,0.0007,0.999,0.0405,-0.003,-0.0208,-34.2985,6.4731,39.1809,23.99,0.19,0.11,8.52,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624636488,1766652726279722,0,0,-0.003,0.0004,0.9993,0.0405,-0.0182,-0.0208,-34.2985,6.4731,39.1809,23.99,0.2,0.11,8.53,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624680488,1766652726323722,0,0,-0.0027,0.0002,0.9985,0.0634,-0.003,0.0174,-34.2985,6.4731,39.1809,23.99,0.27,0.11,8.66,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624684243,1766652726327477,0,0,-0.0024,-0.0,0.9985,0.0558,-0.0106,0.0098,-34.2985,6.4731,39.1809,23.99,0.27,0.11,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624688234,1766652726331468,0,0,-0.0026,-0.0003,0.9987,0.0481,-0.0106,0.0021,-34.2985,6.4731,39.1809,23.98,0.28,0.1,8.68,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624692488,1766652726335722,0,0,-0.0026,-0.0001,0.9989,0.0405,-0.0182,0.0021,-34.2985,6.4731,39.1809,23.97,0.28,0.1,8.69,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624744488,1766652726387722,0,0,-0.002,0.0001,1.0006,0.0176,-0.0182,0.0021,-33.9413,5.0347,38.8342,24.0,0.23,0.11,8.73,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624748242,1766652726391476,0,0,-0.0023,0.0002,1.0003,0.0253,-0.0182,0.0021,-33.9413,5.0347,38.8342,23.99,0.22,0.11,8.73,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624752488,1766652726395722,0,0,-0.0023,0.0001,1.0001,-0.0053,-0.0182,0.0174,-33.9413,5.0347,38.8342,23.99,0.21,0.11,8.72,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624756235,1766652726399469,0,0,-0.0024,-0.0002,1.0,-0.0129,-0.0106,0.0174,-33.9413,5.0347,38.8342,23.98,0.2,0.11,8.72,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624800488,1766652726443722,0,0,-0.0027,-0.0001,0.999,0.0405,-0.0335,-0.0055,-33.9413,5.0347,38.8342,23.99,0.12,0.12,8.69,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624804488,1766652726447722,0,0,-0.0029,-0.0,0.999,0.0405,-0.0258,-0.0055,-33.9413,5.0347,38.8342,23.99,0.11,0.13,8.69,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624808488,1766652726451722,0,0,-0.0026,-0.0002,0.999,0.0405,-0.0182,-0.0208,-33.9413,5.0347,38.8342,23.99,0.1,0.13,8.69,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624812488,1766652726455722,0,0,-0.0027,-0.0002,0.9989,0.0253,-0.0182,-0.0055,-33.9413,5.0347,38.8342,24.0,0.1,0.13,8.69,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624864488,1766652726507722,0,0,-0.0025,0.0006,1.0001,-0.0282,-0.0182,0.0479,-34.1199,5.2145,38.6608,23.98,0.06,0.14,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624868488,1766652726511722,0,0,-0.0026,0.0005,1.0003,-0.0282,-0.0335,0.025,-34.1199,5.2145,38.6608,23.99,0.06,0.14,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624872488,1766652726515722,0,0,-0.0026,-0.0,0.9999,-0.0205,-0.0258,0.0021,-34.1199,5.2145,38.6608,23.99,0.06,0.14,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624876488,1766652726519722,0,0,-0.0027,-0.0001,1.0003,-0.0129,-0.0258,0.025,-34.1199,5.2145,38.6608,23.99,0.05,0.14,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624916487,1766652726559721,0,0,-0.0023,0.0003,1.0001,0.0024,-0.0182,-0.0284,-34.1199,5.2145,38.6608,23.99,0.04,0.13,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624920488,1766652726563722,0,0,-0.0026,0.0006,0.9997,-0.0053,-0.0182,-0.036,-34.1199,5.2145,38.6608,23.99,0.04,0.13,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624924488,1766652726567722,0,0,-0.0024,0.0005,0.9993,0.01,-0.0411,-0.0284,-34.1199,5.2145,38.6608,23.98,0.04,0.13,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624928488,1766652726571722,0,0,-0.0023,0.0002,0.9992,0.01,-0.0564,-0.0284,-34.1199,5.2145,38.6608,23.98,0.04,0.13,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624984488,1766652726627722,0,0,-0.0022,0.001,0.9999,0.01,-0.0335,-0.0131,-34.1199,5.2145,38.6608,23.98,0.03,0.14,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624988488,1766652726631722,0,0,-0.0024,0.0008,0.9996,0.0176,-0.0411,-0.0131,-34.1199,5.2145,38.6608,23.98,0.03,0.14,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624992488,1766652726635722,0,0,-0.0026,0.0006,0.9993,0.0253,-0.0411,-0.036,-34.1199,5.2145,38.6608,23.98,0.03,0.14,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
624996488,1766652726639722,0,0,-0.0026,0.0005,0.999,0.0253,-0.0258,-0.0284,-34.1199,5.2145,38.6608,23.98,0.03,0.14,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625036234,1766652726679468,0,0,-0.0026,0.0007,0.9985,-0.0129,0.0276,-0.0208,-34.1199,5.2145,38.6608,23.98,0.03,0.14,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625040488,1766652726683722,0,0,-0.0027,0.0007,0.9986,-0.0053,0.0123,-0.0131,-34.1199,5.2145,38.6608,23.97,0.03,0.14,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625044488,1766652726687722,0,0,-0.0027,0.0009,0.999,-0.0205,0.0123,-0.0208,-34.1199,5.2145,38.6608,23.97,0.03,0.14,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625048488,1766652726691722,0,0,-0.0028,0.0009,0.9987,-0.0205,0.0047,-0.036,-34.1199,5.2145,38.6608,23.97,0.04,0.14,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625104488,1766652726747722,0,0,-0.0023,0.0008,1.0002,0.0024,-0.003,0.0403,-33.0481,5.2145,39.0076,23.98,0.04,0.15,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625108488,1766652726751722,0,0,-0.0025,0.0009,1.0,0.0176,-0.0106,0.0327,-33.0481,5.2145,39.0076,23.97,0.05,0.15,8.68,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625112488,1766652726755722,0,0,-0.0025,0.0009,0.9998,0.0253,-0.0182,0.0403,-33.0481,5.2145,39.0076,23.98,0.05,0.15,8.68,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625116488,1766652726759722,0,0,-0.0026,0.0007,1.0,0.0405,-0.0258,0.0327,-33.0481,5.2145,39.0076,23.98,0.05,0.15,8.68,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625156234,1766652726799468,0,0,-0.0026,0.001,1.0,0.0253,-0.0411,0.0403,-33.0481,5.2145,39.0076,23.97,0.06,0.15,8.69,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625160234,1766652726803468,0,0,-0.0024,0.0008,1.0001,0.01,-0.0335,0.025,-33.0481,5.2145,39.0076,23.97,0.06,0.15,8.7,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625164234,1766652726807468,0,0,-0.0023,0.001,1.0001,0.0176,-0.0335,0.0174,-33.0481,5.2145,39.0076,23.98,0.07,0.14,8.7,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625168234,1766652726811468,0,0,-0.0023,0.001,0.9999,0.01,-0.0182,-0.0055,-33.0481,5.2145,39.0076,23.98,0.07,0.14,8.7,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625220488,1766652726863722,0,0,-0.0022,-0.0003,0.9999,0.0024,-0.0258,-0.0208,-34.8344,4.8549,40.0478,23.98,0.07,0.14,8.71,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625224488,1766652726867722,0,0,-0.0021,-0.0001,0.9998,0.0024,-0.0258,-0.0131,-34.8344,4.8549,40.0478,23.98,0.06,0.14,8.71,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625228488,1766652726871722,0,0,-0.0019,-0.0004,1.0002,0.01,-0.0182,0.0021,-34.8344,4.8549,40.0478,23.98,0.05,0.14,8.7,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625276488,1766652726919722,0,0,-0.0018,-0.0,0.9999,0.0024,-0.0411,0.0098,-34.8344,4.8549,40.0478,23.98,-0.02,0.14,8.65,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625280488,1766652726923722,0,0,-0.0021,-0.0001,0.9993,-0.0053,-0.0335,0.025,-34.8344,4.8549,40.0478,23.98,-0.02,0.14,8.64,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625284488,1766652726927722,0,0,-0.0023,-0.0,0.9995,-0.0053,-0.0411,0.025,-34.8344,4.8549,40.0478,23.98,-0.03,0.14,8.64,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625288488,1766652726931722,0,0,-0.002,-0.0002,0.9996,-0.0053,-0.0411,0.025,-34.8344,4.8549,40.0478,23.98,-0.03,0.14,8.64,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625320488,1766652726963722,0,0,-0.0021,-0.0003,1.0004,-0.0205,-0.0258,0.0555,-34.8344,4.8549,40.0478,23.98,-0.06,0.14,8.61,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625324488,1766652726967722,0,0,-0.002,-0.0,1.0,-0.0282,-0.0182,0.0403,-34.8344,4.8549,40.0478,23.98,-0.06,0.14,8.6,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625328488,1766652726971722,0,0,-0.0021,-0.0001,0.9996,-0.0205,-0.0182,0.0403,-34.8344,4.8549,40.0478,23.98,-0.07,0.14,8.6,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625332488,1766652726975722,0,0,-0.002,0.0002,0.9996,-0.0129,-0.0182,0.0479,-34.8344,4.8549,40.0478,23.98,-0.07,0.14,8.6,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625384488,1766652727027722,0,0,-0.0021,0.0002,0.9997,0.0329,-0.0106,0.0403,-34.8344,4.8549,40.0478,23.98,-0.08,0.14,8.55,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625388488,1766652727031722,0,0,-0.0023,0.0003,0.9995,0.0329,-0.0106,0.0327,-34.8344,4.8549,40.0478,23.99,-0.09,0.14,8.55,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625392488,1766652727035722,0,0,-0.0021,0.0004,0.9997,0.0405,-0.0182,0.025,-34.8344,4.8549,40.0478,23.99,-0.09,0.14,8.55,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625396488,1766652727039722,0,0,-0.002,0.0003,0.9995,0.0329,-0.0258,0.0174,-34.8344,4.8549,40.0478,23.99,-0.09,0.14,8.54,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625452488,1766652727095722,0,0,-0.002,0.0007,1.0006,0.0253,-0.0335,0.0174,-34.8344,4.8549,40.0478,23.98,-0.08,0.14,8.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625456489,1766652727099723,0,0,-0.002,0.0007,1.0004,0.0176,-0.0411,0.0021,-34.8344,4.8549,40.0478,23.98,-0.08,0.14,8.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625460488,1766652727103722,0,0,-0.0018,0.0008,0.9999,0.0253,-0.0335,0.0098,-34.8344,4.8549,40.0478,23.98,-0.08,0.14,8.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625464488,1766652727107722,0,0,-0.0018,0.0007,0.9995,0.0253,-0.0258,-0.0208,-34.8344,4.8549,40.0478,23.98,-0.08,0.14,8.49,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
625504488,1766652727147722,0,0,-0.0028,0.0003,1.0003,0.0024,-0.0182,-0.0208,-34.6558,5.0347,38.4875,23.98,-0.06,0.14,8.48,0.0,0.0,0.0,0.0,0,0.0,0.0,1,/data_0006-0.
