Time_us,AccX_g,AccY_g,AccZ_g,GyroX_dps,GyroY_dps,GyroZ_dps
853513827.0,-0.092529,0.104492,0.921387,-0.496183,98.534348,0.801527
853525692.0,-0.124268,0.110352,0.931641,-1.259542,78.740456,0.068702
853537548.0,-0.147705,0.114258,0.933105,-1.541985,56.488548,-0.305344
853549426.0,-0.156738,0.113037,0.920166,-1.175573,33.992367,-0.671756
853561298.0,-0.158203,0.108643,0.927734,-1.839695,13.396947,-1.183206
853573174.0,-0.152588,0.112793,0.933105,-2.358779,-7.08397,-1.801527
853585057.0,-0.139648,0.11377,0.931152,-2.694656,-22.015266,-2.099237
853596938.0,-0.131104,0.101807,0.933594,-2.51145,-33.961834,-2.458015
853608832.0,-0.130859,0.102051,0.948975,-2.740458,-46.526718,-2.725191
853620722.0,-0.130615,0.108643,0.944336,-3.198473,-63.503819,-3.312977
853632619.0,-0.131104,0.107178,0.921875,-3.740458,-87.473282,-3.541985
853644504.0,-0.111084,0.112549,0.947266,-3.877863,-113.633591,-3.526718
853656386.0,-0.07251,0.112305,0.936279,-4.290076,-137.427475,-3.725191
853668289.0,-0.013672,0.108398,0.983398,-5.320611,-146.648849,-3.580153
853680182.0,0.109863,0.098633,0.983398,-6.366412,-120.702293,-3.450382
853692047.0,0.211182,0.087646,0.983643,-4.61832,-59.496181,-3.175573
853703907.0,0.113525,0.089111,0.973389,-1.198473,-5.557252,-2.328244
853715773.0,0.044189,0.116943,0.9104,-1.931298,-2.519084,-1.732824
853727642.0,0.05249,0.109375,0.903564,-3.625954,-8.824428,-1.763359
853739508.0,0.073242,0.101318,0.957031,-1.938931,-3.862595,-2.053435
853751374.0,0.072266,0.10498,0.953125,-1.442748,5.305344,-1.603053
853763234.0,0.045898,0.101318,0.959961,-1.160305,9.625955,-1.442748
853775091.0,0.07666,0.106934,0.9375,-1.427481,17.633587,-1.282443
853786940.0,0.067871,0.097656,0.973389,-1.374046,30.343512,-0.885496
853798795.0,0.06543,0.100586,0.955322,-0.80916,45.145039,-0.816794
853810643.0,0.032471,0.105957,0.963867,-0.70229,57.549618,-0.496183
853822503.0,0.005615,0.101318,0.955811,-0.396947,60.068703,-0.465649
853834361.0,0.010986,0.115723,0.940186,-1.122137,62.671757,-0.687023
853846229.0,-0.029053,0.097168,0.975342,-0.557252,66.404579,-0.732824
853858100.0,-0.044189,0.111328,0.946533,-0.687023,63.816795,-0.618321
853869969.0,-0.067383,0.103027,0.938965,-1.236641,58.290077,-0.824427
853881833.0,-0.088135,0.108643,0.942139,-1.129771,46.198475,-1.129771
853893707.0,-0.083496,0.106689,0.936768,-1.610687,38.488548,-1.328244
853905573.0,-0.110352,0.113281,0.952881,-1.244275,27.977098,-1.450382
853917438.0,-0.11377,0.109619,0.931152,-1.748092,14.198473,-1.770992
853929310.0,-0.114502,0.111572,0.948486,-2.473282,0.122137,-1.946565
853941188.0,-0.130127,0.113281,0.917236,-2.503817,-17.458015,-2.274809
853953076.0,-0.117676,0.102051,0.925537,-2.549618,-34.595421,-2.557252
853964970.0,-0.11792,0.10791,0.955322,-2.778626,-51.717556,-2.931298
853976847.0,-0.114258,0.111816,0.942627,-2.832061,-73.839691,-3.251908
853988730.0,-0.091309,0.109131,0.921875,-3.671756,-97.71756,-3.198473
854000620.0,-0.0625,0.102539,0.951904,-4.122138,-115.549622,-3.610687
854012504.0,0.002197,0.10791,0.942871,-4.099236,-119.480919,-3.816794
854024373.0,0.092285,0.100098,0.952148,-4.992366,-98.557251,-3.763359
854036244.0,0.136963,0.09668,1.004639,-3.114504,-53.587788,-3.427481
854048109.0,0.134033,0.102539,0.950684,-1.778626,-9.480916,-2.343511
854059970.0,0.05249,0.110352,0.925049,-1.48855,3.236641,-1.954198
854071832.0,0.022705,0.105469,0.918945,-2.557252,-2.977099,-1.679389
854083705.0,0.058105,0.103027,0.924805,-2.068702,-3.557252,-1.885496
854095573.0,0.075195,0.100586,0.937744,-0.778626,12.442748,-1.78626
854107435.0,0.052734,0.103271,0.966797,-0.854962,25.335878,-1.580153
854119298.0,0.061279,0.098145,0.948486,-0.709924,38.717556,-1.022901
854131154.0,0.069824,0.095459,0.967285,-1.053435,59.603054,-0.793893
854143010.0,0.031738,0.099854,0.971924,0.305344,80.267174,-0.290076
854154842.0,0.000488,0.103516,0.957031,-0.137405,92.549622,-0.007634
854166701.0,-0.043213,0.11084,0.957031,-0.709924,94.60305,0.167939
854178562.0,-0.067871,0.102783,0.946533,-0.862595,89.786263,0.274809
854190426.0,-0.125977,0.109375,0.946777,-1.114504,74.39695,-0.122137
854202298.0,-0.133789,0.114258,0.916504,-1.78626,49.015266,-0.351145
854214174.0,-0.1604,0.119141,0.906982,-1.732824,19.022902,-1.022901
854226039.0,-0.169922,0.11499,0.911621,-2.320611,-12.129771,-1.748092
854237914.0,-0.166016,0.117188,0.927979,-2.465649,-45.221375,-2.48855
854249801.0,-0.156738,0.116455,0.91626,-2.984733,-79.938934,-2.984733
854261692.0,-0.123535,0.110352,0.937744,-3.480916,-110.816795,-3.167939
854273574.0,-0.070801,0.103027,0.952393,-3.656489,-133.832062,-3.152672
854285458.0,-0.008057,0.10791,0.965576,-4.679389,-138.129776,-3.137405
854297358.0,0.069092,0.096436,0.994873,-5.740458,-119.015266,-3.282443
854309235.0,0.122803,0.091064,1.005127,-4.267176,-75.236641,-3.114504
854321108.0,0.148437,0.098633,0.928955,-2.709924,-25.717558,-2.694656
854332970.0,0.051514,0.103516,0.944824,-2.061069,-4.458015,-2.312977
854344833.0,0.023193,0.10498,0.949463,-3.251908,-9.206107,-2.328244
854356706.0,0.041748,0.099121,0.967773,-3.21374,-12.40458,-1.931298
854368574.0,0.055664,0.098389,0.951904,-2.832061,-7.198473,-2.030534
854380438.0,0.049561,0.095703,0.944092,-1.931298,-5.045802,-2.068702
854392310.0,0.061035,0.102539,0.941895,-2.435115,-0.793893,-1.916031
854404181.0,0.050293,0.101074,0.955078,-1.755725,4.946565,-1.839695
854416039.0,0.070801,0.099121,0.941406,-1.832061,14.824428,-1.847328
854427895.0,0.067139,0.108154,0.944336,-1.221374,26.67939,-1.526718
854439763.0,0.044678,0.10376,0.958496,-1.21374,35.854961,-1.664122
854451620.0,0.033936,0.105713,0.958008,-1.259542,41.908398,-1.625954
854463476.0,0.009277,0.110596,0.943359,-1.274809,39.610687,-1.381679
854475335.0,-0.005127,0.106445,0.955322,-2.251908,42.450382,-1.076336
854487222.0,-0.026611,0.106934,0.971191,-0.625954,43.404579,-0.992366
854499099.0,-0.103027,0.105713,0.983887,-0.381679,20.374046,-1.885496
854510970.0,-0.150635,0.106689,0.896973,-0.877863,-36.450382,-2.900763
854522846.0,-0.156738,0.123535,0.900635,-3.274809,-105.740456,-3.763359
854534730.0,-0.085693,0.102539,0.975342,-6.572519,-174.56488,-2.557252
854546619.0,0.343506,0.080322,1.067139,-18.412214,-104.687019,-2.198473
854558496.0,0.075684,0.048828,1.164795,0.557252,-38.045803,-3.015267
854570358.0,0.085449,0.123291,0.883789,-6.732824,-62.870228,-1.328244
854582232.0,0.13208,0.101807,0.740723,-11.427481,-61.38168,-3.679389
854594109.0,0.054687,0.10791,0.978027,-8.908397,-49.229008,-5.442748
854605970.0,0.092773,0.080566,1.02832,-4.778626,-50.526718,-4.748092
854617833.0,0.116699,0.085449,1.028076,-5.366412,-58.351147,-5.351145
854629707.0,0.079102,0.089844,0.976562,-4.801527,-68.343513,-6.236641
854641574.0,0.149414,0.10083,0.938232,-4.206107,-68.145035,-5.603054
854653438.0,0.161621,0.100098,0.975586,-3.549618,-68.236641,-4.931298
854665310.0,0.126221,0.123779,0.966797,-3.694656,-68.129768,-4.938931
854677181.0,0.154053,0.109619,0.984619,-2.320611,-77.053436,-3.335878
854689047.0,0.161377,0.116455,1.041748,-3.167939,-85.587784,-2.480916
854700907.0,0.154541,0.10791,1.06543,-2.335878,-99.969467,-2.114504
854712774.0,0.17627,0.113281,1.063965,-1.854962,-119.71756,-0.694656
854724643.0,0.206787,0.128174,0.987061,0.564885,-129.755722,2.389313
854736490.0,0.260986,0.104248,0.87085,1.900763,-126.931297,6.59542
854748330.0,0.332275,0.085693,0.726807,2.824427,-108.587784,9.358779
854760175.0,0.377197,0.088135,0.66333,3.351145,-78.793892,11.984733
854772013.0,0.438232,0.081055,0.564697,3.198473,-37.290077,13.633588
854783846.0,0.506592,0.064209,0.533447,1.709924,8.0,10.305344
854795661.0,0.583496,0.049805,0.482666,-3.061069,60.083969,0.824427
854807504.0,0.408203,0.114502,0.429932,-5.900764,126.106873,-0.51145
854819362.0,0.39209,0.067383,0.406738,-8.610687,194.404587,-1.656489
854831229.0,0.293457,0.054932,0.552002,-9.557252,250.129776,-4.656488
854843087.0,0.077393,0.081299,1.130859,-7.0,250.129776,-8.473283
854854939.0,-0.233398,0.156982,1.999939,7.038168,177.755722,-4.274809
854866796.0,-0.056885,0.093018,1.453369,3.083969,59.480915,-1.10687
854878652.0,0.121338,0.091309,0.864746,1.282443,55.839695,-2.19084
854890495.0,0.0271,0.118652,0.855957,3.648855,73.977097,-6.343512
854902337.0,0.128662,0.141846,0.878662,10.21374,88.916031,-10.648855
854914181.0,0.10498,0.044189,1.05835,9.129771,103.893127,-5.80916
854926023.0,0.02417,0.078613,1.062744,7.29771,95.725189,-2.755725
854937853.0,-0.019043,0.109863,1.015869,2.633588,90.877861,-2.503817
854949708.0,-0.035156,0.101563,0.962402,0.770992,84.022903,-3.282443
854961564.0,-0.056396,0.096436,0.951416,0.450382,72.297707,-3.091603
854973426.0,-0.086914,0.105225,0.946045,-1.114504,54.129772,-2.748092
854985298.0,-0.101074,0.104736,0.943359,-1.564885,28.847328,-2.083969
854997172.0,-0.134277,0.110352,0.927734,-1.938931,-1.977099,-1.854962
855009049.0,-0.150391,0.108154,0.930664,-2.076336,-41.450382,-2.412214
855020932.0,-0.157959,0.099365,0.931885,-3.40458,-92.625954,-2.709924
855032827.0,-0.151855,0.101074,0.921875,-4.160306,-154.236649,-3.114504
855044716.0,-0.036621,0.093994,0.935303,-8.320611,-195.870224,-2.740458
855056613.0,0.169189,0.103271,1.102051,-12.358779,-160.572525,-3.389313
855068490.0,0.31958,0.080078,1.115234,-7.076336,-56.015266,-4.259542
855080366.0,0.041992,0.084229,0.933838,-2.992366,-41.038166,-3.458015
855092242.0,0.053223,0.121094,0.888428,-9.748092,-56.374046,-4.19084
855104109.0,0.096436,0.104492,0.996094,-11.167939,-60.564884,-4.099236
855115972.0,0.148193,0.074219,0.982422,-4.679389,-54.129772,-4.442748
855127840.0,0.131348,0.102539,0.947754,-4.259542,-51.083969,-3.885496
855139716.0,0.12085,0.096924,0.960693,-5.572519,-54.870228,-4.122138
855151579.0,0.1521,0.100342,0.947021,-4.633588,-54.870228,-4.076336
855163444.0,0.185303,0.104492,0.865723,-3.580153,-44.748093,-3.694656
855175314.0,0.191162,0.104248,0.820801,-3.59542,-31.175573,-3.0
855187188.0,0.224121,0.094238,0.791992,-2.381679,-9.725191,-2.473282
855199050.0,0.221924,0.101318,0.783203,-1.587786,14.793893,-2.030534
855210901.0,0.198975,0.097656,0.808105,-1.496183,36.305344,-1.862595
855222763.0,0.245117,0.0979,0.729004,0.519084,71.0,-1.89313
855234593.0,0.123535,0.102295,0.903564,0.862595,101.572517,-4.145038
855246435.0,0.059082,0.101807,1.153809,3.618321,87.885498,-4.396946
855258289.0,0.047363,0.101563,1.11792,7.465649,60.9771,-2.78626
855270124.0,0.063477,0.104004,1.013428,4.038168,50.564884,-2.450382
855281963.0,0.037109,0.101074,0.973877,2.984733,40.67939,-2.763359
855293801.0,0.087646,0.110352,0.936768,1.48855,40.786259,-2.656489
855305643.0,0.046631,0.098877,0.992676,2.496183,49.152672,-3.396947
855317485.0,0.019043,0.096924,0.988525,1.725191,44.007633,-3.015267
855329318.0,0.057373,0.112549,0.948975,-1.099237,38.725189,-1.557252
855341174.0,-0.008301,0.100342,0.979248,-0.679389,40.816795,-2.274809
855353039.0,-0.014404,0.100342,0.969727,-0.59542,32.190838,-2.435115
855364901.0,-0.032471,0.102051,0.961426,-2.40458,16.351145,-2.351145
855376767.0,-0.036865,0.0979,0.937988,-2.167939,-4.549618,-2.183206
855388649.0,-0.058838,0.108154,0.938965,-2.328244,-28.770992,-2.198473
855400539.0,-0.04834,0.107666,0.95459,-2.961832,-58.854961,-2.129771
855412435.0,-0.018066,0.101807,0.976318,-4.587786,-84.389313,-1.664122
855424318.0,0.037354,0.095459,0.990967,-5.244275,-91.389313,-2.045802
855436190.0,0.117432,0.102539,0.974365,-6.167939,-73.916031,-2.351145
855448058.0,0.167725,0.092529,0.931885,-4.770992,-38.862595,-2.709924
855459917.0,0.075928,0.107422,0.967529,-4.984733,-37.160305,-2.541985
855471785.0,0.084473,0.107178,0.914795,-6.038168,-38.175571,-2.328244
855483652.0,0.119385,0.102295,0.918945,-5.80916,-31.541985,-2.343511
855495520.0,0.119385,0.102295,0.929443,-3.603053,-21.167938,-2.435115
855507397.0,0.120605,0.102539,0.902344,-3.045802,-14.694656,-2.145038
855519269.0,0.10498,0.100342,0.93335,-2.900763,-11.549619,-2.167939
855531144.0,0.115967,0.096191,0.939697,-2.465649,-8.328244,-2.122137
855543024.0,0.118164,0.100098,0.919922,-1.671756,-2.740458,-1.862595
855554896.0,0.110107,0.095215,0.934326,-1.992366,0.183206,-1.908397
855566758.0,0.114502,0.093506,0.92749,-1.458015,4.061069,-1.916031
855578619.0,0.109131,0.104004,0.944336,-1.267176,8.175572,-1.51145
855590476.0,0.103271,0.098389,0.936279,-0.687023,12.236641,-1.687023
855602335.0,0.080322,0.099854,0.96167,-0.549618,11.274809,-1.70229
855614191.0,0.079834,0.102539,0.955566,-0.89313,6.175572,-1.572519
855626039.0,0.093262,0.093506,0.952148,-1.358779,3.40458,-1.763359
855637895.0,0.086914,0.096436,0.947021,-0.854962,4.725191,-1.564885
855649759.0,0.079102,0.104004,0.95874,-0.954198,3.0,-1.740458
855661615.0,0.08252,0.099854,0.948975,-1.427481,0.610687,-1.89313
855673476.0,0.085937,0.095947,0.951416,-1.328244,0.099237,-1.763359
855685336.0,0.093994,0.100586,0.942627,-1.29771,1.114504,-1.717557
855697191.0,0.102295,0.102539,0.934814,-0.931298,6.534351,-1.847328
855709044.0,0.075195,0.09668,0.946045,-0.450382,9.083969,-2.007634
855720901.0,0.114746,0.121094,0.925537,-0.641221,14.045801,-1.328244
855732763.0,0.093262,0.104736,0.92749,1.671756,31.152672,-1.656489
855744602.0,0.053467,0.105225,0.974365,0.854962,34.961834,-2.045802
855756438.0,0.084961,0.111816,0.965332,-0.549618,34.526718,-1.900763
855768298.0,0.120361,0.102783,0.941895,-0.519084,67.862595,-2.0
855780154.0,0.048096,0.10498,0.991699,1.366412,87.488548,-2.526718
855791991.0,-0.001953,0.103516,0.997559,1.381679,90.022903,-4.282443
855803840.0,-0.012207,0.105713,0.930176,-1.778626,86.419846,-4.267176
855815716.0,-0.083252,0.084229,0.970947,-0.839695,77.473282,-4.38168
855827581.0,-0.070801,0.099609,0.929687,-1.137405,57.35878,-3.305344
855839447.0,-0.10083,0.092041,0.927734,-2.244275,36.64122,-2.061069
855851318.0,-0.060059,0.117188,0.92627,-2.633588,20.893129,-1.137405
855863190.0,-0.092773,0.094482,0.969727,-2.061069,17.954199,-1.603053
855875053.0,-0.093506,0.104736,0.966309,-1.687023,10.633588,-1.80916
855886908.0,-0.095947,0.118896,0.930176,-2.335878,-3.389313,-1.793893
855898795.0,-0.097656,0.112549,0.937988,-2.389313,-17.954199,-1.732824
855910692.0,-0.115723,0.104004,0.951172,-2.480916,-37.251907,-2.083969
855922578.0,-0.13623,0.110107,0.934814,-1.519084,-70.083969,-2.129771
855934469.0,-0.140381,0.0979,0.917969,-3.480916,-113.213737,-2.572519
855946360.0,-0.11377,0.093262,0.951416,-3.885496,-157.770996,-3.19084
855958248.0,-0.006348,0.085449,0.968018,-5.59542,-184.015274,-2.900763
855970136.0,0.248291,0.117432,1.037842,-9.206107,-130.885498,-3.312977
855982011.0,0.232422,0.091309,1.062744,-4.648855,-46.251907,-3.687023
855993893.0,0.047363,0.095215,0.915283,-1.396947,-40.564884,-3.259542
856005764.0,0.083984,0.10376,0.862793,-8.290076,-47.778625,-4.08397
856017637.0,0.114502,0.108154,0.977783,-8.061069,-44.625954,-3.664122
856029504.0,0.127197,0.093994,0.975586,-3.709924,-38.580154,-3.641221
856041369.0,0.111328,0.105469,0.938232,-3.603053,-36.511452,-3.244275
856053245.0,0.110352,0.10376,0.939941,-4.694656,-38.0,-4.122138
856065109.0,0.154297,0.106689,0.904053,-3.80916,-30.206106,-3.51145
856076970.0,0.15332,0.111084,0.879395,-2.175573,-19.923664,-2.954198
856088833.0,0.164795,0.104736,0.863525,-2.603053,-7.496183,-2.312977
856100707.0,0.142822,0.098877,0.950928,-2.145038,0.137405,-1.847328
856112565.0,0.14209,0.098389,0.941895,-1.816794,1.679389,-1.59542
856124426.0,0.145996,0.105225,0.887939,-1.473282,7.236641,-1.137405
856136291.0,0.162842,0.113037,0.873291,-1.145038,18.358778,-1.007634
856148154.0,0.141602,0.111816,0.928223,-1.335878,27.610687,-0.709924
856160010.0,0.098389,0.098389,1.002441,-1.312977,26.725191,-0.847328
856171865.0,0.099365,0.094482,1.000977,-1.259542,17.625954,-0.839695
856183715.0,0.086182,0.092773,0.956055,-1.068702,9.587787,-0.78626
856195574.0,0.096924,0.079346,0.953613,-1.19084,8.015267,-0.885496
856207435.0,-0.036133,0.210205,1.129883,-4.427481,-23.854961,-2.549618
856219330.0,0.107422,0.106934,0.897705,-2.580153,-22.274809,-2.236641
856231199.0,0.163574,0.121338,0.847168,-2.251908,-11.450381,-2.122137
856243065.0,0.117432,0.105225,0.946533,-0.954198,2.0,-1.900763
856254907.0,0.09082,0.100098,0.988037,-1.541985,-3.748092,-1.877863
856266772.0,0.099121,0.103271,0.968994,-2.290076,-5.068702,-2.045802
856278643.0,0.124512,0.095459,0.922852,-1.885496,-2.877863,-2.045802
856290507.0,0.107422,0.102051,0.941406,-1.816794,1.282443,-2.450382
856302367.0,0.093994,0.07959,0.961426,-1.709924,-0.458015,-2.564885
856314242.0,0.081543,0.093506,0.954102,-1.938931,-2.564885,-2.900763
856326108.0,0.13208,0.101318,0.959473,-2.977099,-0.633588,-2.48855
856337970.0,0.0979,0.095459,0.99292,-3.114504,-2.251908,-2.122137
856349833.0,0.103516,0.089355,0.926758,-2.557252,-5.29771,-1.877863
856361706.0,0.105469,0.108398,0.93457,-2.885496,-8.40458,-1.923664
856373574.0,0.114502,0.103271,0.955078,-2.305344,-9.022901,-1.51145
856385438.0,0.10376,0.10498,0.972168,-2.740458,-10.564885,-0.908397
856397310.0,0.137939,0.098633,0.944824,-2.839695,-11.114504,0.580153
856409173.0,0.148682,0.073975,0.918701,-1.70229,-6.167939,2.0
856421030.0,0.133057,0.11499,0.994629,-3.076336,-10.549619,4.625954
856432892.0,0.071289,0.073486,1.047852,-4.709924,-23.160305,4.442748
856444757.0,0.022705,0.054199,1.031494,-5.099236,-36.519085,-1.977099
856456631.0,0.126953,0.049805,0.952148,-4.0,-38.648853,-6.244275
856468504.0,0.25708,0.001709,0.784912,-5.122138,-35.038166,-16.229008
856480370.0,0.221924,-0.04126,0.914307,-7.732824,-24.32061,-24.541985
856492261.0,0.256348,-0.015625,0.878906,-9.496183,-8.183207,-32.992367
856504154.0,0.178223,0.045898,0.915283,-11.992367,-0.022901,-31.435114
856516031.0,0.12915,0.112549,1.018311,-17.648855,11.923664,-29.946566
856527892.0,0.119873,0.152344,1.044434,-21.900763,16.427481,-27.152672
856539758.0,0.183105,0.1604,1.026611,-21.801527,28.312977,-27.801527
856551619.0,0.141113,0.134521,0.944092,-17.709923,45.259541,-29.641222
856563476.0,0.129639,0.093262,0.998535,-16.740458,66.732826,-31.419847
856575336.0,0.113525,0.080078,1.166992,-7.954198,81.091606,-29.793894
856587191.0,0.117432,0.082275,1.27002,13.59542,71.366409,-28.030535
856599032.0,0.112061,0.059814,1.307861,39.648853,53.32061,-28.259542
856610868.0,0.084473,0.065186,1.224365,61.427483,43.053436,-27.030535
856622708.0,0.032959,0.103516,1.175293,76.671753,32.70229,-26.67939
856634548.0,0.018066,0.13208,1.134766,81.213737,17.625954,-23.687023
856646385.0,-0.008301,0.116211,1.133301,81.122139,0.541985,-19.236641
856658242.0,0.008545,0.153076,1.107422,84.954201,-18.38168,-18.854961
856670100.0,0.036377,0.131104,0.954346,95.114502,-18.122137,-19.458015
856681961.0,0.039307,0.166748,0.772461,103.625954,4.503817,-20.427481
856693800.0,0.006836,0.191406,0.666504,102.274811,27.770992,-19.977098
856705635.0,-0.010254,0.237305,0.567871,93.778625,29.519083,-16.564886
856717496.0,0.009521,0.293701,0.370361,78.549622,24.251909,-12.0
856729338.0,0.031006,0.297363,0.106934,59.931297,29.48855,-11.656488
856741182.0,0.042969,0.262939,-0.008057,27.977098,46.603054,-17.625954
856753039.0,-0.028076,0.247314,0.082031,-22.832062,61.877861,-26.450382
856764901.0,-0.104004,0.245117,0.230713,-80.442749,57.862595,-26.671755
856776768.0,-0.128418,0.225586,0.438232,-127.60305,27.977098,-20.51145
856788635.0,-0.137695,0.201416,0.705078,-164.396942,-3.435115,-15.351145
856800516.0,-0.159668,0.126221,0.966797,-189.343506,-26.839695,-12.442748
856812407.0,-0.195557,0.117676,1.29126,-185.519089,-52.267174,-4.717557
856824298.0,-0.151611,0.138184,1.42041,-153.854965,-75.381676,4.221374
856836173.0,-0.115479,0.030518,1.486572,-115.129768,-63.770992,9.160305
856848039.0,-0.047852,0.065918,1.669189,-81.267174,-56.129772,10.534351
856859901.0,0.075195,-0.019531,1.754395,-36.877861,-50.480915,12.580153
856871771.0,0.105957,-0.02417,1.655273,11.938931,-38.404579,8.412213
856883631.0,0.091553,0.0,1.515869,42.908398,-20.412214,7.763359
856895469.0,0.126465,-0.01001,1.43042,71.290077,-11.030535,4.038168
856907323.0,0.127686,0.027832,1.303955,95.770996,-12.374045,-0.145038
856919181.0,0.090332,0.06665,1.126465,109.893127,-25.045801,-1.908397
856931039.0,0.061523,0.104248,0.893066,109.519081,-32.938931,-3.839695
856942896.0,0.045898,0.157715,0.646973,100.412216,-22.931297,-3.801527
856954758.0,0.034424,0.162109,0.513184,87.793892,-4.740458,-3.755725
856966619.0,0.028564,0.179199,0.414551,69.053436,6.984733,-2.908397
856978454.0,0.037109,0.192139,0.246582,46.137405,21.885496,-4.465649
856990301.0,0.049072,0.237549,0.082764,18.045801,45.458015,-6.91603
857002148.0,0.06543,0.219727,0.034668,-19.29771,67.183205,-10.717557
857014003.0,0.055176,0.213623,0.104736,-62.114502,75.877861,-13.564885
857025852.0,-0.005615,0.125977,0.512451,-117.007637,50.045803,-16.824427
857037716.0,-0.097412,0.045654,0.911621,-168.786255,3.259542,-16.167938
857049581.0,-0.171387,0.027832,1.310303,-186.900757,-47.61832,-8.625955
857061476.0,-0.171387,0.053711,1.694092,-162.618317,-84.938934,1.89313
857073358.0,-0.074707,0.03418,1.853271,-110.60305,-84.167938,6.267176
857085234.0,0.033203,-0.012207,1.946289,-42.610687,-59.480915,7.282443
857097102.0,0.061768,0.019531,1.775391,28.87023,-28.534351,4.793893
857108939.0,0.036377,0.052002,1.563477,82.862595,-5.51145,2.763359
857120775.0,0.032471,0.05957,1.23877,113.35878,7.038168,4.274809
857132593.0,0.043213,0.066162,0.899658,124.129768,12.923664,6.015267
857144426.0,0.06543,0.115967,0.580811,119.274811,15.137404,7.603054
857156248.0,0.110596,0.143066,0.282715,98.664124,21.450382,4.625954
857168064.0,0.123047,0.158203,0.053711,62.328243,36.709923,-0.59542
857179901.0,0.106934,0.173584,0.02002,13.030535,49.396946,-5.59542
857191732.0,0.045654,0.150879,0.250244,-50.404579,30.832062,-6.022901
857203581.0,0.037109,0.102783,0.498779,-109.671753,-1.603053,-5.480916
857215446.0,0.000732,0.050293,0.843994,-146.068695,-28.954199,-4.885496
857227318.0,-0.020264,0.017334,1.264404,-151.030533,-45.870228,-2.89313
857239216.0,-0.025635,0.00293,1.682129,-123.633591,-51.839695,-2.587786
857251108.0,-0.007568,0.045654,1.836426,-68.893127,-48.648853,-2.938931
857262986.0,0.001953,0.019775,1.846436,0.503817,-28.312977,-4.396946
857274835.0,-0.014404,0.056396,1.673828,58.0,-5.21374,-3.305344
857286709.0,-0.018311,0.080078,1.384277,98.473282,7.007634,0.374046
857298548.0,-0.012451,0.061768,1.048584,116.160309,16.229008,3.580153
857310384.0,0.020508,0.102539,0.699951,116.648857,23.496183,6.21374
857322223.0,0.061768,0.166992,0.418701,102.938934,32.206108,5.580153
857334039.0,0.084229,0.166504,0.233887,74.60305,31.366413,4.137404
857345852.0,0.090088,0.156494,0.13623,30.748091,29.160305,0.557252
857357687.0,0.047852,0.163574,0.208984,-22.786259,18.954199,-3.412214
857369548.0,0.025635,0.121826,0.37085,-74.954201,0.0,-3.961832
857381402.0,-0.024902,0.095703,0.6521,-112.374046,-18.351145,-4.48855
857393298.0,-0.051025,0.06665,1.000488,-129.229004,-42.961834,-1.709924
857405182.0,-0.043457,0.027588,1.281006,-123.328247,-49.198475,1.48855
857417047.0,-0.031738,0.021484,1.565674,-91.068703,-46.328243,3.038168
857428908.0,-0.027832,0.072754,1.68457,-46.549618,-38.213741,4.19084
857440775.0,-0.016113,0.059326,1.620605,4.335878,-27.656488,5.984733
857452632.0,-0.03125,0.068604,1.475098,44.34351,-14.229008,10.145039
857464495.0,0.005371,0.037354,1.232666,71.053436,-5.335878,12.778625
857476337.0,0.042969,0.054687,0.963623,84.511452,2.083969,14.274809
857488164.0,0.051758,0.081787,0.704102,81.96183,7.038168,13.557252
857499974.0,0.063232,0.11499,0.47168,64.076332,11.076336,10.274809
857511796.0,0.05835,0.156982,0.30542,35.083969,19.343512,8.19084
857523621.0,0.026611,0.161865,0.227295,-2.977099,27.541985,7.244275
857535458.0,0.029297,0.194824,0.26709,-44.404579,34.603054,10.450381
857547298.0,0.04834,0.122803,0.469482,-83.022903,15.458015,14.969465
857559148.0,0.073975,0.001465,0.787354,-118.595421,-18.450382,10.229008
857571003.0,0.052246,-0.030273,1.1521,-139.694656,-51.664124,6.206107
857582870.0,0.021484,-0.050293,1.999939,-108.96183,-86.801529,1.114504
857594745.0,0.172852,0.026855,1.999939,15.129771,-100.916031,-1.740458
857606593.0,0.08374,-0.102783,1.327393,33.709923,38.351147,-3.282443
857618442.0,0.125488,0.125244,1.322754,47.511452,52.34351,4.267176
857630267.0,0.208252,-0.009033,1.138428,72.755722,27.610687,-3.038168
857642115.0,0.174072,0.025391,0.975342,80.71756,13.38168,-14.458015
857653959.0,0.086426,0.053223,0.762939,70.725189,6.534351,-16.091602
857665796.0,0.032227,0.103271,0.629883,56.38168,12.679389,-16.893129
857677635.0,-0.022949,0.126709,0.600586,40.404579,7.908397,-15.679389
857689496.0,-0.039063,0.159668,0.525635,20.793894,-0.335878,-12.847328
857701367.0,-0.057373,0.176514,0.512939,-2.648855,2.114504,-9.992367
857713241.0,-0.072021,0.168213,0.568115,-24.32061,1.21374,-6.282443
857725109.0,-0.081543,0.137207,0.678223,-43.519085,-4.549618,-3.877863
857736983.0,-0.073242,0.111572,0.839111,-58.488548,-15.007633,-0.473282
857748868.0,-0.072021,0.080566,0.998779,-63.122139,-26.603054,3.145038
857760733.0,-0.031982,0.091309,1.117188,-56.511452,-33.496181,6.473282
857772615.0,0.017578,0.069092,1.174072,-43.557251,-34.129772,8.267176
857784476.0,0.07959,0.04541,1.170898,-27.87023,-23.450382,7.70229
857796336.0,0.122314,0.040527,1.19458,-11.282443,-13.80916,3.908397
857808191.0,0.140381,0.026855,1.147705,1.221374,-9.068703,0.625954
